"StationId","StationName","CountyName","TownName","StationLatitude","StationLongitude","StationAltitude","DateTime","Past1hr","Past10Min","Past3hr","Past6hr","Past12hr","Past24hr","NOW","Past2days","Past3days"
"C1D400","鳥嘴山","新竹縣","尖石鄉","24.719091","121.283875","839.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","1","1"
"C0D430","峨眉","新竹縣","峨眉鄉","24.6905","121.01719","87.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0.5","0.5"
"C0E850","大河","苗栗縣","三灣鄉","24.618069","120.94858","104.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0.5","1"
"C1D410","白蘭","新竹縣","五峰鄉","24.579365","121.07995","1290.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1D420","太閣南","新竹縣","五峰鄉","24.632809","121.160576","1279.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","1.5","2"
"C1E480","鳳美","苗栗縣","南庄鄉","24.554804","121.034744","576.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0.5","0.5"
"C2E520","大湖","苗栗縣","大湖鄉","24.41494","120.87087","320.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C2E540","龍溪","苗栗縣","後龍鎮","24.60649","120.783936","32.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0E550","明德","苗栗縣","頭屋鄉","24.583487","120.885414","84.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0E590","通霄","苗栗縣","通霄鎮","24.471891","120.70462","40.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1E601","南勢","苗栗縣","後龍鎮","24.572487","120.73484","125.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0D480","打鐵坑","新竹縣","新埔鎮","24.849665","121.15079","223.0","2024-11-11 22:30:00","0","0","0","0","0","0.5","0.5","0.5","1"
"C0E420","竹南","苗栗縣","竹南鎮","24.708979","120.8889","19.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0E430","南庄","苗栗縣","南庄鄉","24.601774","121.00021","258.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0D360","梅花","新竹縣","尖石鄉","24.678347","121.20856","523.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0E610","馬都安","苗栗縣","泰安鄉","24.451271","120.93019","850.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1F941","雪嶺","臺中市","和平區","24.280586","121.02664","2620.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1E451","象鼻","苗栗縣","泰安鄉","24.368616","120.94023","950.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1E511","新開","苗栗縣","大湖鄉","24.347704","120.82702","326.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1E461","松安","苗栗縣","泰安鄉","24.397972","120.98602","1325.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C2F930","大甲","臺中市","大甲區","24.347668","120.6404","100.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0F850","東勢","臺中市","東勢區","24.246428","120.833046","379.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0F0B0","石岡","臺中市","石岡區","24.27606","120.77764","311.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1F911","新伯公","臺中市","東勢區","24.221361","120.84107","417.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1F891","稍來","臺中市","和平區","24.26569","121.001144","2205.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1F871","上谷關","臺中市","和平區","24.203484","121.01865","1000.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1H9B1","阿眉","南投縣","仁愛鄉","24.1263","120.994675","1710.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0H9C0","合歡山頂","南投縣","仁愛鄉","24.143442","121.272545","3402.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1O850","環湖","臺南市","大內區","23.148617","120.41863","44.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1O870","大棟山","臺南市","白河區","23.311567","120.52226","1249.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1M400","菜瓜坪","嘉義縣","大埔鄉","23.251928","120.5761","369.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1O880","關山","臺南市","南化區","23.173397","120.59409","223.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1O921","楠西","臺南市","楠西區","23.183512","120.484085","115.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1M390","龍美","嘉義縣","番路鄉","23.406729","120.65442","1090.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C2M410","馬頭山","嘉義縣","大埔鄉","23.324362","120.582016","245.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0M850","表湖","嘉義縣","大埔鄉","23.241856","120.641655","695.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0O900","善化","臺南市","善化區","23.112883","120.29722","9.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C2O810","曾文","臺南市","楠西區","23.21968","120.49733","161.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C2O930","玉井","臺南市","玉井區","23.126041","120.46055","69.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1R120","上德文","屏東縣","三地門鄉","22.763271","120.704445","820.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1V390","尖山","高雄市","燕巢區","22.813152","120.36779","60.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0R590","里港","屏東縣","里港鄉","22.779194","120.49459","72.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1V340","大津","高雄市","六龜區","22.888323","120.64599","190.0","2024-11-11 22:30:00","0","0","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
"C1R110","口社","屏東縣","三地門鄉","22.770111","120.645226","110.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1N001","沙崙","臺南市","歸仁區","22.935472","120.3094","24.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1V220","小關山","高雄市","桃源區","23.154217","120.81361","1781.0","2024-11-11 22:30:00","0","0","3.5","3.5","3.5","3.5","3.5","3.5","3.5"
"C1V200","梅山","高雄市","桃源區","23.268448","120.823555","870.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1V190","南天池","高雄市","桃源區","23.274033","120.911766","2700.0","2024-11-11 22:30:00","0","0","2","2","2","2","2","2.5","2.5"
"C1V170","排雲","高雄市","桃源區","23.46362","120.95415","3690.0","2024-11-11 22:30:00","0.5","0","2","2","2","2","2","2","2"
"C1I440","新高口","南投縣","信義鄉","23.478745","120.87894","2540.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1V160","達卡努瓦","高雄市","那瑪夏區","23.279812","120.70532","1040.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0V370","古亭坑","高雄市","田寮區","22.893179","120.40195","74.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0V310","美濃","高雄市","美濃區","22.898743","120.51915","46.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0R150","三地門","屏東縣","內埔鄉","22.709888","120.639946","105.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C2V250","甲仙","高雄市","甲仙區","23.080107","120.59176","298.0","2024-11-11 22:30:00","0","0","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
"C0R220","潮州","屏東縣","潮州鎮","22.53436","120.54","23.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1H900","清流","南投縣","仁愛鄉","24.080774","120.963","934.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1H920","長豐","南投縣","國姓鄉","24.10204","120.8799","736.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1H941","雙冬","南投縣","草屯鎮","23.967379","120.80219","630.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C2H950","中寮","南投縣","中寮鄉","23.884447","120.7664","192.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0F970","大坑","臺中市","北屯區","24.173141","120.72229","145.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0G620","芬園","彰化縣","芬園鄉","24.015678","120.6213","110.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1H971","六分寮","南投縣","南投市","23.92507","120.637794","428.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0H960","草屯","南投縣","草屯鎮","23.973673","120.68085","120.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0H9A0","神木村","南投縣","信義鄉","23.532742","120.843666","1595.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1I121","大鞍","南投縣","竹山鎮","23.678381","120.76002","1515.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1I131","桶頭","南投縣","竹山鎮","23.641945","120.65411","311.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1I101","溪頭","南投縣","鹿谷鄉","23.661789","120.80765","1810.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1G691","下水埔","彰化縣","溪州鄉","23.816114","120.5676","110.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0F9X0","大雅","臺中市","大雅區","24.21528","120.62445","166.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0G660","溪湖","彰化縣","溪湖鎮","23.94835","120.47912","27.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0I110","竹山","南投縣","竹山鎮","23.761225","120.688156","161.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C2K240","草嶺","雲林縣","古坑鄉","23.59555","120.69346","1132.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C2I090","鳳凰","南投縣","鹿谷鄉","23.72808","120.787346","910.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C2G640","鹿港","彰化縣","鹿港鎮","24.0753","120.43048","17.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0G650","員林","彰化縣","員林市","23.946503","120.585594","34.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1I030","武界","南投縣","仁愛鄉","23.913225","121.05248","948.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1H000","翠峰","南投縣","仁愛鄉","24.109398","121.20521","2454.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1I020","萬大","南投縣","仁愛鄉","23.979816","121.13226","1120.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1I070","和社","南投縣","信義鄉","23.591131","120.88886","825.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1I050","丹大","南投縣","信義鄉","23.753748","121.14114","2568.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0H990","昆陽","南投縣","仁愛鄉","24.121323","121.27364","3076.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0I010","廬山","南投縣","仁愛鄉","24.033312","121.18181","1562.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1X040","東原","臺南市","東山區","23.291597","120.46382","232.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0X290","北門","臺南市","北門區","23.267773","120.12548","10.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0X060","下營","臺南市","下營區","23.226933","120.25624","19.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0M520","東後寮","嘉義縣","義竹鄉","23.369892","120.24805","15.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0X050","東河","臺南市","東山區","23.296581","120.38559","25.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1M480","獨立山","嘉義縣","竹崎鄉","23.537022","120.607796","840.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1I150","青雲","南投縣","信義鄉","23.793362","120.94938","393.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1I140","卡奈托灣","南投縣","信義鄉","23.754364","121.087875","1700.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0M530","奮起湖","嘉義縣","竹崎鄉","23.493902","120.69925","1385.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0K330","虎尾","雲林縣","虎尾鎮","23.719183","120.44204","38.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0K280","四湖","雲林縣","四湖鄉","23.630413","120.22713","23.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0K291","宜梧","雲林縣","口湖鄉","23.536266","120.16931","8.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0X080","佳里","臺南市","佳里區","23.173038","120.14509","2.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0A950","鼻頭角","新北市","瑞芳區","25.129036","121.92337","60.0","2024-11-11 22:30:00","0","0","0","0","0","1.5","1.5","1.5","9"
"C0A860","大坪","新北市","萬里區","25.165915","121.63297","362.0","2024-11-11 22:30:00","4","1","7.5","12","12","24","20","56.5","168"
"C0A870","五指山","新北市","汐止區","25.132153","121.60869","685.0","2024-11-11 22:30:00","2","0.5","5","9","9","44","43","60.5","103"
"C0A890","雙溪","新北市","雙溪區","25.036003","121.86424","40.0","2024-11-11 22:30:00","2","0.5","3","3.5","4","5","5","7","53"
"C0A931","三和","新北市","金山區","25.233152","121.59524","216.0","2024-11-11 22:30:00","1.5","0","2","2.5","2.5","9","4.5","19","142.5"
"C0A940","金山","新北市","金山區","25.223627","121.64397","49.0","2024-11-11 22:30:00","0.5","0","0.5","0.5","0.5","2.5","1.5","2.5","14.5"
"C1U670","寒溪","宜蘭縣","冬山鄉","24.634003","121.71691","105.0","2024-11-11 22:30:00","1","0","2.5","2.5","4.5","11","10.5","21.5","52.5"
"C0U520","雙連埤","宜蘭縣","員山鄉","24.753033","121.641304","517.0","2024-11-11 22:30:00","2.5","0.5","6","9","9","13.5","12","26.5","33"
"C0A970","三貂角","新北市","貢寮區","25.007607","122.00206","96.0","2024-11-11 22:30:00","0.5","0","0.5","0.5","0.5","1.5","1.5","2","40"
"C0U600","礁溪","宜蘭縣","礁溪鄉","24.81754","121.76561","10.0","2024-11-11 22:30:00","1","0","2","2","2","2.5","2.5","2.5","3.5"
"C0U650","玉蘭","宜蘭縣","大同鄉","24.675285","121.58706","442.0","2024-11-11 22:30:00","1.5","0","3","4","5.5","13.5","11.5","30.5","45.5"
"C0U710","太平山","宜蘭縣","大同鄉","24.505486","121.52566","1942.0","2024-11-11 22:30:00","0","0","0","0.5","1.5","2.5","2.5","4","5.5"
"C1T810","慈恩","花蓮縣","秀林鄉","24.192043","121.38839","2049.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0.5"
"C1T800","洛韶","花蓮縣","秀林鄉","24.204557","121.45396","1260.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1T980","龍澗","花蓮縣","秀林鄉","24.023289","121.41133","1306.0","2024-11-11 22:30:00","0.5","0","1","1","1","1","1","1","1"
"C1T920","中興","花蓮縣","壽豐鄉","23.769503","121.49865","68.0","2024-11-11 22:30:00","0","0","4.5","4.5","4.5","5","5","5","5"
"C0T900","西林","花蓮縣","萬榮鄉","23.8119","121.44146","160.0","2024-11-11 22:30:00","0.5","0","7.5","7.5","7.5","7.5","7.5","7.5","7.5"
"C1T940","大觀","花蓮縣","萬榮鄉","23.714207","121.37313","539.0","2024-11-11 22:30:00","0","0","9.5","9.5","9.5","11","11","12","12"
"C1T950","太安","花蓮縣","萬榮鄉","23.66672","121.370125","1050.0","2024-11-11 22:30:00","0","0","6.5","7","7.5","10","9.5","17.5","18.5"
"C1T970","大農","花蓮縣","光復鄉","23.615232","121.41333","183.0","2024-11-11 22:30:00","0","0","5","5","5","9.5","9","9.5","9.5"
"C1T830","布洛灣","花蓮縣","秀林鄉","24.171843","121.571266","675.0","2024-11-11 22:30:00","0","0","0","0","0","1","0.5","1","1"
"C0T820","天祥","花蓮縣","秀林鄉","24.179598","121.495636","550.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0T870","鯉魚潭","花蓮縣","壽豐鄉","23.935638","121.50894","135.0","2024-11-11 22:30:00","0.5","0.5","1","1","1","1","1","1","1.5"
"C0T960","光復","花蓮縣","光復鄉","23.660694","121.424965","120.0","2024-11-11 22:30:00","0","0","12","12.5","12.5","15","15","15","15"
"C0S810","東河","臺東縣","東河鄉","22.972672","121.303986","65.0","2024-11-11 22:30:00","0","0","0","1","1","1","1","1","1"
"C0S830","長濱","臺東縣","長濱鄉","23.286818","121.41197","288.0","2024-11-11 22:30:00","0","0","0.5","1","1","1","1","1","1"
"C1T990","高寮","花蓮縣","玉里鎮","23.39424","121.35681","128.0","2024-11-11 22:30:00","0","0","5.5","6.5","6.5","7","7","7","7"
"C0Z020","明里","花蓮縣","富里鄉","23.208717","121.262344","211.0","2024-11-11 22:30:00","0","0","0","1","1","1","1","1","1"
"C1Z030","紅葉","花蓮縣","萬榮鄉","23.493118","121.338806","218.0","2024-11-11 22:30:00","0","0","3","5.5","5.5","5.5","5.5","5.5","5.5"
"C1Z040","立山","花蓮縣","卓溪鄉","23.443356","121.32738","434.0","2024-11-11 22:30:00","0","0","10.5","16.5","16.5","16.5","16.5","16.5","16.5"
"C1S670","摩天","臺東縣","海端鄉","23.199503","121.027","1580.0","2024-11-11 22:30:00","0","0","5.5","7","7","7","7","7","7"
"C0S690","太麻里","臺東縣","太麻里鄉","22.609022","120.98533","522.0","2024-11-11 22:30:00","0.5","0","0.5","3","4","4","4","5","5"
"C0S700","知本","臺東縣","卑南鄉","22.684872","121.005646","507.0","2024-11-11 22:30:00","0","0","0","1","1","1","1","1","1"
"C0S710","鹿野","臺東縣","鹿野鄉","22.917711","121.12299","382.0","2024-11-11 22:30:00","0","0","0.5","16","16","16","16","16","16"
"C0T9M0","靜浦","花蓮縣","豐濱鄉","23.455168","121.495026","92.0","2024-11-11 22:30:00","0","0","0","1","1","2","2","3.5","3.5"
"C0S730","綠島","臺東縣","綠島鄉","22.667204","121.47533","110.0","2024-11-11 22:30:00","0","0","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
"C0S740","池上","臺東縣","池上鄉","23.119629","121.20947","289.0","2024-11-11 22:30:00","0","0","0.5","3","3","3","3","3","3"
"C0S750","向陽","臺東縣","海端鄉","23.248398","120.98613","2280.0","2024-11-11 22:30:00","0.5","0","13.5","13.5","13.5","13.5","13.5","13.5","13.5"
"C0Z050","佳心","花蓮縣","卓溪鄉","23.345667","121.213165","830.0","2024-11-11 22:30:00","0","0","8.5","11.5","11.5","11.5","11.5","11.5","11.5"
"C0Z061","玉里","花蓮縣","玉里鎮","23.3215","121.33965","174.0","2024-11-11 22:30:00","0","0","0.5","8.5","8.5","8.5","8.5","8.5","8.5"
"C0S770","大溪山","臺東縣","太麻里鄉","22.478476","120.94332","375.0","2024-11-11 22:30:00","0.5","0","1","2.5","4.5","4.5","4.5","6.5","6.5"
"C0Z070","舞鶴","花蓮縣","瑞穗鄉","23.468115","121.37407","247.0","2024-11-11 22:30:00","0","0","2.5","3.5","3.5","4.5","4.5","4.5","4.5"
"C1R250","力里","屏東縣","春日鄉","22.428118","120.62923","92.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0R280","檳榔","屏東縣","滿州鄉","22.076075","120.83679","242.0","2024-11-11 22:30:00","0","0","0.5","1.5","1.5","1.5","1.5","2","2.5"
"C1S880","壽卡","臺東縣","達仁鄉","22.23891","120.8589","474.0","2024-11-11 22:30:00","0","0","0.5","1","1","1","1","1","2"
"C0R320","車城","屏東縣","車城鄉","22.0744","120.71625","7.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0R350","貓鼻頭","屏東縣","恆春鎮","21.921688","120.73582","35.0","2024-11-11 22:30:00","0","0","0","0.5","0.5","0.5","0.5","0.5","0.5"
"C0R270","琉球嶼","屏東縣","琉球鄉","22.332245","120.362236","51.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0A980","社子","臺北市","士林區","25.109509","121.46968","11.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0A9C0","天母","臺北市","士林區","25.117495","121.53717","35.0","2024-11-11 22:30:00","0","0","0","0","0.5","0.5","0.5","0.5","0.5"
"C0A9F0","內湖","臺北市","內湖區","25.079422","121.57545","35.0","2024-11-11 22:30:00","0","0","0.5","2","2.5","2.5","2.5","2.5","3"
"C0AC70","信義","臺北市","信義區","25.037823","121.5646","71.0","2024-11-11 22:30:00","0.5","0","1","1","5","6","6","6.5","10.5"
"C1R290","石門山","屏東縣","牡丹鄉","22.112612","120.7566","260.0","2024-11-11 22:30:00","0.5","0","0.5","1","1","1","1","1","1"
"C0A530","坪林","新北市","坪林區","24.938183","121.70975","300.0","2024-11-11 22:30:00","1","0.5","1","1.5","2.5","4","4","4.5","13.5"
"C0A550","泰平","新北市","雙溪區","24.971197","121.82371","422.0","2024-11-11 22:30:00","7","0","11.5","16","23","28.5","28","43.5","84"
"C0AC60","三峽","新北市","三峽區","24.939026","121.36973","55.0","2024-11-11 22:30:00","0","0","0","0","0","0.5","0.5","0.5","2.5"
"C1A9N0","四十份","新北市","新店區","24.934158","121.593285","435.0","2024-11-11 22:30:00","0.5","0","0.5","0.5","1","3.5","3.5","14","23"
"C0T790","大禹嶺","花蓮縣","秀林鄉","24.186117","121.316086","2830.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0T9A0","月眉山","花蓮縣","壽豐鄉","23.809929","121.539825","498.0","2024-11-11 22:30:00","0","0","2.5","2.5","2.5","3","3","6","7"
"C0T9B0","水源","花蓮縣","秀林鄉","23.991861","121.53717","558.0","2024-11-11 22:30:00","0","0","0","0","0.5","2.5","1.5","3","3"
"C1E670","南礦","苗栗縣","南庄鄉","24.538279","121.00284","1209.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C2F9A0","中竹林","臺中市","太平區","24.103556","120.75106","425.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1F9J1","清水林","臺中市","太平區","24.071241","120.82042","723.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1F9B1","桐林","臺中市","霧峰區","24.066172","120.73519","130.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1F9C1","白冷","臺中市","和平區","24.182844","120.929886","610.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1F9D1","白毛台","臺中市","新社區","24.158325","120.88693","639.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1F9E1","龍安","臺中市","新社區","24.1605","120.83196","563.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1F9F1","伯公龍","臺中市","東勢區","24.272392","120.849045","500.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1E681","南勢山","苗栗縣","泰安鄉","24.421669","120.92383","977.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1E691","南湖","苗栗縣","大湖鄉","24.40135","120.83753","786.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1E701","八卦","苗栗縣","泰安鄉","24.491756","120.92762","737.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1E711","馬拉邦山","苗栗縣","大湖鄉","24.367306","120.90166","990.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1E721","泰安","苗栗縣","泰安鄉","24.489017","120.96803","1409.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1F9G1","慶福山","臺中市","東勢區","24.180853","120.84838","810.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C2FA00","烏石坑","臺中市","和平區","24.273502","120.94762","983.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1I201","中心崙","南投縣","竹山鎮","23.728722","120.7121","677.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1I211","蘆竹湳","南投縣","中寮鄉","23.93402","120.812","529.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1I220","樟湖","南投縣","國姓鄉","23.905333","120.846985","1098.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1I240","外大坪","南投縣","埔里鎮","23.958696","120.91793","725.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1I250","鯉潭","南投縣","埔里鎮","23.961922","120.991135","732.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1I260","北坑","南投縣","埔里鎮","23.9246","121.006905","601.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1I280","埔中","南投縣","名間鄉","23.820778","120.64259","439.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1I290","豐丘","南投縣","信義鄉","23.668179","120.88742","1151.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1I310","西巒","南投縣","信義鄉","23.754486","120.88396","1033.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1I320","奧萬大","南投縣","仁愛鄉","23.952955","121.17856","1275.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1I330","楓樹林","南投縣","仁愛鄉","23.986803","121.07612","1266.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1I340","新興橋","南投縣","信義鄉","23.563334","120.86873","897.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C1M600","頭凍","嘉義縣","番路鄉","23.406364","120.60334","986.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0U750","龜山島","宜蘭縣","頭城鎮","24.841667","121.95313","398.0","2024-11-11 22:30:00","0","0","0.5","0.5","0.5","1","1","1.5","7.5"
"C1S800","華源","臺東縣","太麻里鄉","22.657883","121.02325","80.0","2024-11-11 22:30:00","0","0","0.5","1.5","4","4","4","4","4"
"C0S840","南田","臺東縣","達仁鄉","22.279724","120.889206","22.0","2024-11-11 22:30:00","0.5","0","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
"C0S790","金崙","臺東縣","太麻里鄉","22.538122","120.96687","236.0","2024-11-11 22:30:00","0.5","0","0.5","1","1.5","1.5","1.5","2","2"
"C1S820","金峰","臺東縣","金峰鄉","22.59097","120.933235","177.0","2024-11-11 22:30:00","0","0","0","0","0","0","0","0","0"
"C0T9G0","鳳林山","花蓮縣","鳳林鎮","23.73527","121.42013","605.0","2024-11-11 22:30:00","0.5","0","6","6","6","7.5","7.5","9.5","9.5"
"C0T9E0","大坑","花蓮縣","壽豐鄉","23.880629","121.58198","415.0","2024-11-11 22:30:00","0","0","3","3","3","3.5","3.5","6.5","8"
"C0T9H0","加路蘭山","花蓮縣","豐濱鄉","23.682947","121.5274","725.0","2024-11-11 22:30:00","0","0","14","15","15","17.5","17.5","22.5","26.5"
"C0T9F0","水璉","花蓮縣","壽豐鄉","23.79713","121.54251","251.0","2024-11-11 22:30:00","0.5","0","4","4","4","4","4","5","5.5"
